numero_dpe,date_etablissement_dpe,etiquette_dpe,etiquette_ges,type_batiment,annee_construction,type_installation_chauffage,hauteur_sous_plafond,surface_habitable_logement,code_postal_ban,code_departement_ban,coordonnee_cartographique_x_ban,coordonnee_cartographique_y_ban,nom_commune_ban,besoin_chauffage
2301E1531257Q,2023-05-09,C,C,appartement,,individuel,2.5,77,1390,1,851222.28,6538629.92,Saint-André-de-Corcy,3549.1
2601E0035058Q,2026-01-07,C,B,appartement,,individuel,2.5,43.4,1000,1,871836.2,6569765,Bourg-en-Bresse,2090.3
2501E0124975Y,2025-01-14,C,C,appartement,,individuel,2.5,105.9,1480,1,836107.89,6543957.8,Jassans-Riottier,5082.8
2301E2845791Q,2023-08-28,C,A,appartement,2008,individuel,2.5,51,1700,1,855179.58,6528049.44,Beynost,1848.4
2401E4245649J,2024-12-01,E,C,maison,1986,,2.4,112.2,1200,1,919088.42,6561425.65,Valserhône,17031.7
2301E1890718B,2023-06-07,D,D,appartement,,individuel,2.5,50,1210,1,938476.97,6579100.46,Ornex,3288.8
2601E0049862A,2026-01-08,D,D,appartement,1982,individuel,2.5,60,1800,1,870188.97,6536445.33,Meximieux,5659.3
2501E3609981Q,2025-11-17,C,A,maison,1900,,2.4,75.9,1270,1,873756.94,6592487.32,Beaupont,4156.7
2501E0797696V,2025-03-10,E,B,maison,1972,,2.5,175.2,1200,1,916589.78,6561405.01,Valserhône,25661.8
2501E3985162R,2025-12-19,C,B,appartement,,individuel,2.6,58.1,1150,1,877894.55,6528673.38,Saint-Vulbas,3296
2401E2563678E,2024-07-16,D,B,appartement,2007,individuel,2.5,83.6,1280,1,937117.18,6577215.83,Prévessin-Moëns,6720.8
2601E0032674Y,2026-01-07,C,C,maison,,,2.5,92.8,1600,1,841941.56,6536449.63,Massieux,6053
2501E3342432H,2025-10-22,D,B,appartement,,individuel,2.5,68.7,1320,1,874261.2,6543205.67,Châtillon-la-Palud,5720
2601E0028809H,2026-01-06,D,B,appartement,2020,individuel,2.5,19.3,1220,1,939534.63,6586287.51,Grilly,1772.7
2301E3282190F,2023-10-01,D,D,appartement,,collectif,2.5,62.8,1600,1,838361.59,6539483.5,Trévoux,7532.6
2301E2621970D,2023-08-03,F,F,appartement,,collectif,2.5,27.5,1210,1,940084.31,6577403.65,Ferney-Voltaire,3049.8
2501E3787358V,2025-12-02,D,B,maison,,,2.6,274,1110,1,894167.48,6547579.69,Aranc,24017
2601E0051835X,2026-01-08,D,B,maison,,,2.5,79,1100,1,901766.23,6576260.62,GÃ ovreisset,9197.6
2601E0064065H,2026-01-09,C,C,appartement,,individuel,2.5,65.6,1500,1,878496.64,6544124.46,Château-Gaillard,19662.6
2101E1012892L,2021-12-30,D,B,maison,2006,,2.5,119.3,1330,1,858630.76,6545996.16,Villars-les-Dombes,11872.3
2601E0024959F,2026-01-06,C,C,appartement,2006,collectif,2.5,69.9,1500,1,881426.42,6542219.17,Ambérieu-en-Bugey,2510.4
2401E3202317F,2024-09-16,C,B,maison,,,2.5,121.8,1540,1,851014.18,6568672.96,Saint-Julien-sur-Veyle,9155.2
2401E2687550M,2024-07-25,D,D,appartement,2015,collectif,2.5,115.1,1280,1,937527.42,6578497.58,Prévessin-Moëns,5259.7
2501E1539904H,2025-05-08,E,E,maison,,,2.5,106.6,1700,1,849880.09,6526462.66,Neyron,27114.1
2501E0091725C,2025-01-10,E,B,appartement,,individuel,2.7,57.7,1230,1,889544.1,6541989.06,Saint-Rambert-en-Bugey,6302.7
2401E3575172U,2024-10-11,C,C,appartement,,individuel,2.5,42.7,1170,1,934979.89,6586860.41,Gex,838.8
2201E2266059F,2022-09-30,D,D,appartement,,collectif,2.5,42.4,1200,1,918956.58,6560147.67,Valserhône,2272.7
2401E2012282Q,2024-06-06,D,B,maison,1990,,2.5,96,1210,1,938670.01,6577269.93,Ferney-Voltaire,7663.6
2501E2257975K,2025-07-08,E,C,maison,1983,,2.5,93,1110,1,901737.83,6545008.71,Plateau d'Hauteville,16848.2
2401E2709860O,2024-07-26,D,B,maison,,,2.5,95,1120,1,859823.49,6530742.72,Dagneux,7869.2
2201E1045932G,2022-05-13,C,C,appartement,2009,individuel,2.5,94.4,1210,1,939585.88,6578459.8,Ornex,2713.2
2401E2159625R,2024-06-17,D,B,maison,,,2.3,45.6,1500,1,882772.92,6542542.02,Ambérieu-en-Bugey,3925.6
2501E0097633I,2025-01-12,D,B,appartement,,individuel,2.2,24.2,1000,1,871025.21,6570149.32,Bourg-en-Bresse,2836.4
2501E2978473W,2025-09-19,C,A,appartement,2018,individuel,2.5,42.8,1210,1,939873.62,6578077.17,Ferney-Voltaire,1137.3
2601E0023844I,2026-01-06,C,C,appartement,2006,collectif,2.5,71.2,1500,1,881426.42,6542219.17,Ambérieu-en-Bugey,2433.4
2401E0653654S,2024-02-22,C,C,appartement,2014,individuel,2.5,57.3,1630,1,933281.75,6577039.75,Saint-Genis-Pouilly,917.4
2601E0078071Z,2026-01-12,D,D,appartement,2011,collectif,2.5,69,1000,1,872811.99,6568375.15,Bourg-en-Bresse,4820.9
2501E1455506F,2025-04-29,F,F,maison,1966,,2.7,179.9,1190,1,849378.19,6594754.45,Pont-de-Vaux,50609.4
2601E0038906Q,2026-01-07,C,C,appartement,1996,individuel,2.5,68.5,1851,1,873569.56,6585244.75,Marboz,3090.6
2401E0073893F,2024-01-09,F,C,appartement,1921,individuel,2.8,51.9,1150,1,881832.86,6536526.51,Lagnieu,8179.5
2201E0843125Z,2022-04-21,E,E,appartement,1975,collectif,2.5,82,1000,1,870295.75,6568351.01,Bourg-en-Bresse,6343.5
2501E0573068H,2025-02-20,D,B,appartement,,individuel,2.5,30.2,1000,1,870936.97,6568828.58,Bourg-en-Bresse,2409.1
2301E3258060D,2023-09-29,D,B,appartement,1950,individuel,2.4,21,1120,1,859649.46,6530153.3,Montluel,1357.9
2401E2405224U,2024-07-03,F,F,appartement,,individuel,2.5,35.2,1630,1,932362.35,6575524.24,Saint-Genis-Pouilly,4480.6
2301E0083722F,2023-01-11,D,B,appartement,,individuel,2.5,43,1120,1,859600.43,6530191.02,Montluel,2227.5
2601E0001794G,2026-01-02,C,C,maison,2013,,2.5,87.3,1170,1,936830.02,6584634.23,Cessy,5012.9
2201E0395404Y,2022-02-21,F,F,appartement,1978,collectif,2.5,46.8,1210,1,939177.37,6577240.75,Ferney-Voltaire,9981.4
2501E0261284P,2025-01-24,C,C,appartement,2020,collectif,2.5,48.6,1210,1,938711.11,6576892.79,Ferney-Voltaire,1061.9
2401E1523707H,2024-04-26,D,D,appartement,1990,collectif,2.5,32,1210,1,939470.93,6578158.98,Ferney-Voltaire,935.9
2501E3956958X,2025-12-17,E,C,maison,1925,,2.6,63,1480,1,835712.54,6547193.7,Fareins,11947.7
2601E0038754U,2026-01-07,C,C,appartement,2014,collectif,2.5,71.7,1480,1,836012.93,6544571.28,Jassans-Riottier,1324.5
2401E2449934K,2024-07-06,C,C,appartement,2006,individuel,2.5,55.6,1500,1,882834.38,6541888.59,Ambérieu-en-Bugey,3215.6
2601E0025197J,2026-01-06,D,B,appartement,,individuel,2.5,55.1,1510,1,905763.74,6531096.92,Virieu-le-Grand,5812.1
2501E1321285W,2025-04-17,C,C,maison,1972,,2.5,188.1,1390,1,849461.51,6534714.72,Mionnay,12300.3
2301E2561961C,2023-07-28,D,D,appartement,,individuel,2.9,47.5,1600,1,837555.02,6541557.03,Saint-Didier-de-Formans,4496.9
2601E0059370S,2026-01-09,D,D,appartement,,individuel,2.7,68.1,1320,1,868252.33,6546302.77,Chalamont,6324.8
2501E0904259K,2025-03-17,C,B,maison,,,2.5,166.3,1290,1,841591.23,6572738.9,Cormoranche-sur-Saône,16557.4
2601E0049538O,2026-01-08,D,D,appartement,1982,individuel,2.5,76,1800,1,870188.97,6536445.33,Meximieux,4943.3
2301E0600702B,2023-02-23,D,B,appartement,,individuel,2.6,90,1330,1,856931.12,6546807.19,Villars-les-Dombes,7380.9
2601E0073716M,2026-01-12,D,B,maison,,,2.6,163.7,1090,1,835734.57,6555442.06,Montmerle-sur-Saône,14931.9
2501E3973361U,2025-12-18,D,B,appartement,,individuel,2.6,132,1700,1,851198.72,6527288.08,Miribel,13909.6
2601E0051957P,2026-01-08,B,A,appartement,,individuel,2.3,46.4,1290,1,845451.13,6575558.41,Pont-de-Veyle,2044.9
2501E2912093U,2025-09-15,C,B,maison,,,2.5,235,1400,1,860883.26,6564259.59,Condeissiat,26293.9
2601E0025008C,2026-01-06,C,C,appartement,2006,collectif,2.5,54.6,1500,1,881426.42,6542219.17,Ambérieu-en-Bugey,2551.6
2601E0024981B,2026-01-06,C,B,appartement,2006,collectif,2.5,70.8,1500,1,881426.42,6542219.17,Ambérieu-en-Bugey,2008.8
2501E3010185O,2025-09-23,C,C,maison,,,3.3,96.4,1440,1,870787.8,6570853,Viriat,11288.5
2601E0046267T,2026-01-08,D,B,maison,2014,,2.5,98.9,1200,1,915212.3,6561273.09,Valserhône,7654.5
2201E0317188Q,2022-02-17,F,C,maison,1948,,2.5,219.3,1360,1,870955,6521936.18,Loyettes,39374.2
2601E0039352U,2026-01-07,C,C,maison,,,2.5,86,1300,1,910734.68,6516547.37,Virignin,7277.1
2601E0048416K,2026-01-08,D,D,appartement,1982,individuel,2.5,45,1800,1,870188.97,6536445.33,Meximieux,3485.9
2501E1279351A,2025-04-14,C,B,maison,,,2.5,126.2,1200,1,916523.56,6561170.19,Valserhône,11394.5
2401E2178516G,2024-06-18,D,B,appartement,2009,individuel,2.5,34.2,1500,1,881981.11,6543806.16,Ambérieu-en-Bugey,2543.8
2601E0050961H,2026-01-08,D,D,appartement,1982,individuel,2.5,90,1800,1,870188.97,6536445.33,Meximieux,6985
2401E2921764S,2024-08-21,C,C,appartement,,individuel,2.5,92.4,1700,1,851115.18,6526739.37,Miribel,2292.2
2501E3455091I,2025-11-02,C,C,maison,,,2.5,84,1170,1,936315.96,6584371.03,Cessy,6233.6
2401E3564239H,2024-10-10,D,B,appartement,1921,individuel,2.4,34,1320,1,867922.49,6546336.46,Chalamont,2010.9
2501E1290848F,2025-04-15,E,C,appartement,1961,individuel,2.5,67.8,1500,1,882680.38,6542776.12,Ambérieu-en-Bugey,10369.6
2601E0017187H,2026-01-05,E,E,maison,,,2.6,131,1460,1,898301.45,6567188.1,Montréal-la-Cluse,33243.3
2501E3968474V,2025-12-18,C,C,appartement,2009,collectif,2.5,31.6,1280,1,936682.33,6576818.46,Prévessin-Moëns,1616.4
2401E0067454O,2024-01-08,F,C,appartement,,individuel,2.5,22.1,1210,1,939775,6577792.54,Ferney-Voltaire,3943.5
2501E2025105W,2025-06-20,D,B,maison,,,2.5,152.2,1200,1,918065.4,6561024.47,Valserhône,17665.2
2401E0623404G,2024-02-21,E,B,appartement,,individuel,2.4,76.9,1150,1,882004.97,6536555.07,Lagnieu,8925.5
2601E0048781L,2026-01-08,C,C,appartement,1982,individuel,2.5,76,1800,1,870188.97,6536445.33,Meximieux,3808.4
2201E1724779T,2022-07-28,C,C,appartement,,collectif,2.5,49,1390,1,849697.23,6534711.15,Mionnay,853.6
2501E2841501S,2025-09-09,C,B,maison,1988,,2.5,129.8,1100,1,901848.34,6576482.68,Géovreisset,17631.1
2501E2241546N,2025-07-07,E,C,maison,,,2.4,87.4,1600,1,839116.09,6540154.65,Saint-Didier-de-Formans,13421.8
2601E0049458M,2026-01-08,E,C,appartement,,individuel,2.5,133,1100,1,904814.58,6576897.24,Oyonnax,16974.3
2501E0585006L,2025-02-20,E,E,appartement,1971,collectif,2.4,46.2,1220,1,941402.74,6588498.88,Divonne-les-Bains,3804.1
2301E2223833E,2023-07-02,D,B,appartement,1994,individuel,2.9,42,1700,1,851836.61,6526720.55,Miribel,3327.8
2501E1446188V,2025-04-29,D,B,appartement,,individuel,3.1,16.3,1200,1,915945.09,6564135.81,Valserhône,5031.6
2401E3302006K,2024-09-23,E,B,appartement,,individuel,2.5,21.4,1170,1,934703.36,6583600.1,Échenevex,2024.6
2201E1444161T,2022-06-27,D,D,appartement,,collectif,2.5,32,1210,1,939125.55,6577186.14,Ferney-Voltaire,1335.8
2601E0050138Q,2026-01-08,C,C,appartement,1982,individuel,2.5,76,1800,1,870188.97,6536445.33,Meximieux,4428.7
2501E0583120X,2025-02-20,C,C,appartement,2012,collectif,2.5,96.6,1000,1,871016.5,6569841.67,Bourg-en-Bresse,3461.3
2401E3154068M,2024-09-11,D,B,maison,,,2.5,106.9,1570,1,845935.41,6583188.86,Feillens,11807.5
2601E0007788U,2026-01-05,E,E,maison,,,2.7,200,1130,1,907313.99,6563782.17,Le Poizat-Lalleyriat,34544.8
2601E0049816G,2026-01-08,E,E,appartement,1982,individuel,2.5,60,1800,1,870188.97,6536445.33,Meximieux,7574.7
2501E2291757S,2025-07-10,E,B,maison,,,3,212.9,1630,1,928244.61,6571431.38,Saint-Jean-de-Gonville,24666.2
2601E0002251V,2026-01-02,D,D,maison,,,2.3,131.3,1190,1,849686.76,6588760.21,Chevroux,13415.3
2301E2244446Z,2023-07-04,D,D,appartement,,individuel,2.5,80,1210,1,939382.73,6577427.32,Ferney-Voltaire,5310.5
2601E0000260G,2026-01-01,D,B,appartement,,individuel,2.6,102.4,1170,1,936479.54,6584752.04,Cessy,8672.2
2501E3497866N,2025-11-05,D,B,maison,,,2.5,89.3,1800,1,869398.81,6526370.05,Saint-Maurice-de-Gourdans,8872
2501E0584390T,2025-02-20,D,B,maison,,,2.6,74,1630,1,928085.1,6571933.93,Saint-Jean-de-Gonville,6381
2301E1683704Z,2023-05-23,G,C,appartement,,individuel,2.5,36.1,1120,1,859646.52,6529980.37,Montluel,9704.1
2501E3237899U,2025-10-13,D,B,maison,1989,,2.5,95.9,1210,1,938625.22,6577340.41,Ferney-Voltaire,10022.7
2201E1136836O,2022-05-24,E,B,appartement,,individuel,2.6,56,1270,1,873892.22,6592537.2,Beaupont,4336.9
2401E1728805R,2024-05-16,E,B,maison,,,2.5,89,1630,1,924846.39,6568741.37,Péron,11886
2401E2590238S,2024-07-17,F,C,immeuble,,individuel,2.5,,1480,1,839569.77,6549511.87,Chaleins,93657.1
2501E3276414D,2025-10-16,E,B,appartement,1918,individuel,2.9,44.7,1170,1,935155.6,6586024.47,Gex,4338.6
2501E3134425A,2025-10-03,D,D,appartement,1992,individuel,2.5,67.2,1120,1,859640.4,6529920,Montluel,5944.6
2501E3660617E,2025-11-20,E,B,appartement,2009,individuel,2.5,41.6,1500,1,881979.86,6543806.34,Ambérieu-en-Bugey,4326.9
2501E3854295I,2025-12-09,E,E,appartement,1946,individuel,2.7,100.3,1390,1,851093.49,6538094.75,Saint-André-de-Corcy,15686.7
2201E1150417X,2022-05-25,D,B,appartement,2004,individuel,2.5,47.4,1630,1,932606.18,6575731.94,Saint-Genis-Pouilly,4167.3
2401E4343605X,2024-12-08,C,C,appartement,2014,collectif,2.5,43.4,1210,1,938682.33,6577026.8,Ferney-Voltaire,1007.4
2501E2372979Q,2025-07-18,F,C,maison,,,2.5,69,1510,1,911498.88,6533046.93,Talissieu,15028.6
2601E0052211J,2026-01-08,F,F,appartement,,individuel,2.5,86.7,1190,1,849948.63,6593589.44,Pont-de-Vaux,27604.5
2501E0334086R,2025-01-30,C,C,appartement,2020,collectif,2.5,44.3,1220,1,941613.82,6588696.33,Divonne-les-Bains,737.4
2301E1304261A,2023-04-19,D,B,maison,1800,,2.5,55,1150,1,884004.22,6534341.19,Saint-Sorlin-en-Bugey,6203.4
2301E2834948P,2023-08-28,E,C,appartement,,individuel,2.5,70.2,1000,1,871036,6569073.78,Bourg-en-Bresse,11293.6
2501E3486317I,2025-11-04,D,B,maison,,,2.5,88.6,1480,1,837614.98,6545261.95,Frans,7426.2
2401E1537998Y,2024-04-29,D,D,appartement,,individuel,2.5,54.3,1210,1,939638.4,6578109.12,Ferney-Voltaire,2689.2
2201E3021056O,2022-12-13,D,B,appartement,1974,individuel,2.9,38.9,1120,1,858388.38,6532300.66,Montluel,2160.1
2501E3277356J,2025-10-16,C,C,appartement,1972,collectif,2.5,71.9,1170,1,934555.66,6585256.09,Gex,3949.7
2601E0025313V,2026-01-06,E,B,appartement,,individuel,2.6,55.3,1510,1,905763.74,6531096.92,Virieu-le-Grand,6161.2
2601E0049658E,2026-01-08,D,D,appartement,1982,individuel,2.5,76,1800,1,870188.97,6536445.33,Meximieux,6612.1
2301E1867102T,2023-06-06,G,G,appartement,,collectif,2.5,47.3,1210,1,939130.87,6577191.91,Ferney-Voltaire,11675.3
2601E0034450G,2026-01-07,C,C,appartement,1993,individuel,2.5,61.4,1480,1,835863.19,6544205.17,Jassans-Riottier,2888.4
2501E3357864V,2025-10-23,D,B,appartement,2005,individuel,2.5,71.9,1220,1,941947.82,6588985.38,Divonne-les-Bains,4710.4
2501E3720818P,2025-11-26,F,F,maison,1930,,3,140.6,1500,1,882349.78,6542554.72,Ambérieu-en-Bugey,26257.8
2301E2238083G,2023-07-03,C,C,appartement,2017,collectif,2.5,35,1800,1,869576.77,6535988.63,Meximieux,1976.1
2301E3384309W,2023-10-09,D,B,appartement,2009,individuel,2.5,59.8,1170,1,935146.81,6586944.67,Gex,5504.4
2201E2178364I,2022-09-19,D,D,appartement,1970,collectif,2.5,45.9,1210,1,939577.89,6577766.87,Ferney-Voltaire,4207.7
2501E1721796D,2025-05-24,C,A,appartement,2010,individuel,2.5,69,1210,1,938994.24,6577409.92,Ferney-Voltaire,2084.6
2501E4016635E,2025-12-24,D,D,appartement,1979,individuel,2.5,51.5,1600,1,838083.28,6539069.33,Trévoux,4292
2201E2305334U,2022-10-05,C,C,appartement,2010,individuel,2.5,74.4,1800,1,870104.38,6536360.66,Meximieux,4178.3
2401E3490343D,2024-10-05,C,C,appartement,,individuel,2.5,78.4,1600,1,837751.83,6539388.43,Trévoux,3178.2
2501E3149426Z,2025-10-06,D,D,maison,,,2.5,130,1640,1,886560.2,6552269.99,Jujurieux,21598.8
2401E4560564M,2024-12-24,E,C,appartement,,individuel,2.5,54.5,1510,1,905766.96,6531098.03,Virieu-le-Grand,8237
2301E2580579E,2023-07-31,E,C,maison,,,2.5,130,1330,1,857685.72,6546601.45,Villars-les-Dombes,18824.8
2601E0034841H,2026-01-07,C,C,appartement,1993,individuel,2.5,68.2,1480,1,835866.79,6544189.36,Jassans-Riottier,3661.2
2501E1466218F,2025-04-30,F,F,appartement,1969,collectif,2.5,48,1630,1,932316,6575548.7,Saint-Genis-Pouilly,7885.2
2301E2824983I,2023-07-03,G,G,appartement,1974,collectif,2.5,39.2,1170,1,934765.42,6587147.84,Gex,12100.7
2301E3294299Y,2023-09-30,D,D,appartement,2014,collectif,2.5,47.9,1170,1,935753.43,6586869.18,Gex,2475.3
2501E3481717K,2025-11-04,D,B,appartement,1988,individuel,2.5,42.6,1000,1,872400.81,6568237.51,Bourg-en-Bresse,4075.1
2501E0123551E,2025-01-14,E,B,appartement,1921,individuel,2.5,82.9,1130,1,911210.71,6567985.73,Saint-Germain-de-Joux,8022.7
2301E1137002Z,2023-04-05,C,A,appartement,,individuel,2.5,35,1000,1,871404.95,6569485.43,Bourg-en-Bresse,1233.3
2401E1123809P,2024-03-28,F,C,appartement,,individuel,2.5,62.7,1210,1,940290.57,6577135.84,Ferney-Voltaire,11779.6
2501E3871364V,2025-12-10,E,B,appartement,,individuel,2.5,58.7,1600,1,834120.15,6539897.53,Saint-Bernard,6118.9
2401E2753289X,2024-07-30,D,B,appartement,,individuel,2.6,42.7,1400,1,851167.34,6559507.45,Châtillon-sur-Chalaronne,3658.1
2501E0483473I,2025-02-12,D,B,appartement,,individuel,2.5,66.8,1390,1,851147.13,6538051.2,Saint-André-de-Corcy,4998.4
2301E1556142T,2023-05-10,D,B,appartement,1975,individuel,2.5,47.3,1220,1,939801.79,6585778.37,Grilly,3098.1
2501E0513388X,2025-02-14,D,B,maison,,,2.5,180.2,1800,1,869787.08,6536325.18,Meximieux,24112.3
2401E3994729P,2024-11-13,C,A,appartement,2010,individuel,2.5,41.4,1120,1,859346.77,6529599.09,Montluel,1526.9
2669E0055715T,2026-01-09,D,D,appartement,1997,collectif,2.5,56.5,1000,1,870883.06,6569715.61,Bourg-en-Bresse,2656.1
2601E0054051D,2026-01-09,C,B,appartement,1976,mixte (collectif-individuel),2.5,111,1000,1,871626.54,6570058.04,Bourg-en-Bresse,6392
2601E0036861Z,2026-01-07,D,B,appartement,,individuel,2.5,32.4,1170,1,935098.57,6586888.57,Gex,2355.2
2501E3867982T,2025-12-09,E,C,appartement,1991,individuel,2.5,54.3,1210,1,940283.69,6577144.02,Ferney-Voltaire,7358.9
2401E4420293L,2024-12-13,E,C,appartement,,individuel,2.5,82.2,1700,1,854181.49,6527088.35,Saint-Maurice-de-Beynost,10154.2
2501E1144455S,2025-04-03,D,B,appartement,1988,individuel,2.2,29.7,1210,1,939966.73,6577536.71,Ferney-Voltaire,2193.7
2501E3810084X,2025-12-04,D,B,appartement,2007,individuel,2.5,39,1710,1,929284.58,6575045,Thoiry,1996
2501E2065732L,2025-06-24,E,C,maison,,,2.5,360,1130,1,911276.37,6571469.68,Échallon,67251.6
2201E0170994U,2022-01-28,C,A,appartement,1947,individuel,2.5,56.8,1200,1,917446.98,6559029.2,Valserhône,2054.9
2501E2441784Z,2025-07-24,C,A,appartement,1999,individuel,2.5,149.8,1220,1,941247.97,6588605.42,Divonne-les-Bains,7248.5
2101E1012648B,2021-12-30,D,B,appartement,1947,individuel,3.1,54,1000,1,871626.9,6569637.56,Bourg-en-Bresse,5206.3
2501E1483756T,2025-05-02,D,B,maison,1920,,2.3,39,1640,1,886767.87,6551326.42,Jujurieux,3287.3
2601E0010757Z,2026-01-05,F,C,maison,,,2.5,124.3,1270,1,878453.22,6585463.01,Villemotier,23319.3
2501E3936123O,2025-12-16,D,B,immeuble,,individuel,2.7,,1420,1,919272.64,6543812.74,Seyssel,9978.4
2301E1052563I,2023-03-28,F,F,appartement,1978,collectif,2.5,47.4,1210,1,939125.55,6577186.14,Ferney-Voltaire,6892.5
2101E0774566B,2021-11-25,E,C,maison,1948,,2.5,120,1250,1,879276.94,6571090.86,Jasseron,20501.9
2601E0050837N,2026-01-08,D,D,appartement,1982,individuel,2.5,94,1800,1,870188.97,6536445.33,Meximieux,10892
2501E2967317U,2025-09-19,C,A,appartement,,individuel,2.5,44.3,1200,1,918466.04,6560461.54,Valserhône,1650.1
2201E2136082C,2022-09-19,C,A,appartement,,individuel,2.5,88.6,1210,1,938646.92,6577229.57,Ferney-Voltaire,2276.7
2501E1561603W,2025-05-12,C,C,appartement,2020,individuel,2.5,67.9,1210,1,938697.88,6576905.61,Ferney-Voltaire,4076.2
2301E3274182F,2023-09-30,C,C,maison,,,2.7,70,1500,1,882775.79,6542542.11,Ambérieu-en-Bugey,3005.5
2501E1345444B,2025-04-19,D,B,appartement,,individuel,2.5,76.7,1390,1,845792.62,6538856.67,Civrieux,6798.9
2501E1280501G,2025-04-14,F,F,appartement,1978,collectif,2.5,92.2,1210,1,939135.86,6577310.25,Ferney-Voltaire,10315.9
2401E3500603T,2024-10-07,E,C,appartement,,individuel,2.5,52.5,1220,1,939801.79,6585778.37,Grilly,6849.2
2501E0228419O,2025-01-22,B,A,appartement,1815,individuel,2.7,184.6,1550,1,924086.95,6564126.18,Collonges,12687.5
2101E0906679I,2021-12-13,D,C,appartement,1948,individuel,2.5,69.1,1700,1,850827.64,6526345.83,Miribel,4755.7
2401E4094022O,2024-11-20,D,D,appartement,2014,collectif,2.5,41.6,1210,1,938605.86,6576983.23,Ferney-Voltaire,2606.9
2201E1594491R,2022-07-11,D,D,appartement,2010,collectif,2.5,82,1210,1,940141.17,6577896.35,Ferney-Voltaire,8747.3
2501E0474048V,2025-02-11,C,A,appartement,,individuel,2.5,93.8,1090,1,836150.98,6554942.05,Montmerle-sur-Saône,4710.3
2401E0431533P,2024-02-06,F,C,maison,,,2.7,96,1090,1,835704.5,6555171.47,Montmerle-sur-Saône,20734.6
2601E0077895F,2026-01-12,E,B,appartement,1850,individuel,2.3,46.9,1170,1,935151.47,6585858.83,Gex,5127.1
2401E3572265Z,2024-10-11,D,D,appartement,,individuel,2.5,77,1210,1,939688.93,6578029.98,Ferney-Voltaire,4052.5
2201E0252220W,2022-02-08,D,B,appartement,1989,individuel,2.5,51.1,1360,1,871460.65,6521887.41,Loyettes,3503.7
2201E0746410E,2022-04-09,F,C,appartement,1947,individuel,2.9,63.6,1500,1,882636.37,6542618.05,Ambérieu-en-Bugey,7343.3
2401E1538091N,2024-04-29,C,C,appartement,,individuel,2.5,69.7,1630,1,933412.26,6575710.6,Saint-Genis-Pouilly,2766.8
2301E1952480N,2023-06-13,G,C,appartement,,individuel,2.4,34.3,1700,1,851078.08,6527422.07,Miribel,10890.8
2301E2477086R,2023-07-15,C,C,appartement,2016,individuel,2.5,72.1,1210,1,937506.39,6580768.4,Ornex,4278.9
2501E1537458F,2025-05-08,D,B,appartement,,individuel,2.5,108.7,1220,1,938484.24,6586055.43,Grilly,10054.8
2401E1411611X,2024-04-18,E,C,appartement,1921,individuel,2.8,61.2,1700,1,851330.98,6526623.95,Miribel,9407
2601E0006378O,2026-01-04,C,C,appartement,1993,individuel,2.5,67.5,1480,1,835860.33,6544222.43,Jassans-Riottier,2549.8
2301E1465000H,2023-05-03,D,B,appartement,,individuel,2.5,67.1,1200,1,918295.79,6560175.97,Valserhône,3946.9
2601E0034593T,2026-01-07,C,C,appartement,1993,individuel,2.5,81.7,1480,1,835863.19,6544205.17,Jassans-Riottier,2776.3
2401E2498185F,2024-07-10,D,B,appartement,2003,individuel,2.5,40.7,1280,1,937273.42,6576760.37,Prévessin-Moëns,2573.8
2601E0049929P,2026-01-08,D,D,maison,,,2.9,278.6,1560,1,870752.33,6598567.71,Cormoz,26188.8
2501E2285029Y,2025-07-10,C,B,maison,,,2.5,86.9,1360,1,873997.11,6525496.67,Loyettes,5297.5
2401E1538177V,2024-04-29,D,D,appartement,,collectif,2.5,43.3,1280,1,936682.33,6576818.46,Prévessin-Moëns,2309
2201E0482714A,2022-03-09,G,G,appartement,1973,collectif,2.4,50.1,1210,1,938534.61,6577213.38,Ferney-Voltaire,13588.8
2401E0381311Z,2024-02-01,C,A,appartement,,individuel,2.9,27.3,1110,1,901838.66,6545286.38,Plateau d'Hauteville,1354.8
